product_id,brand,product_name,pack_size,pack_size_value,pack_size_unit,mrp,selling_price,discount_pct,rating,rating_count,product_url,product_image_url,source,collection_date,pack_size_ml,pack_size_g,price_per_100ml_calculated,price_per_100g_calculated,brand_standardized,company_group,discount_pct_calculated,product_category,price_per_100ml,data_quality_score,data_quality_category,is_duplicate,price_segment
BB_0070,Unknown,"Bodyguard Plant Based Baby Laundry Liquid Detergent, 1 L Pouch",1 L,1.0,l,599.0,0.0,0.0,5.0,3,https://www.bigbasket.com/pd/40218502/bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil-1-l-pouch/,"https://www.bbassets.com/media/uploads/p/s/40218502_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg?tr=w-80,q-80",BigBasket,18-08-26,1000.0,,0.0,,Unknown,Competitor,100.0,Liquid Detergent,0.0,100.0,Excellent,False,Budget (<₹150)
BB_0071,Beco,"Beco Laundry Detergent Liquid, 1 L",1 L,1.0,l,325.0,0.0,0.0,4.0,5,https://www.bigbasket.com/pd/40280606/beco-floor-cleaner-floral-aqua-essential-oil-phenyl-alternative-kids-pets-friendly-1-l/,"https://www.bbassets.com/media/uploads/p/s/40280606_3-beco-floor-cleaner-floral-aqua-essential-oil-phenyl-alternative-kids-pets-friendly.jpg?tr=w-80,q-80",BigBasket,18-08-26,1000.0,,0.0,,Beco,Competitor,100.0,Liquid Detergent,0.0,100.0,Excellent,False,Budget (<₹150)
FLIP_0093,Pumk,PUMK TOP LOAD FRONT LOAD PREMIUM LIQUID DETERGENT 10L A... 10000 ml 3.7(110) ₹149₹99985% off Lowest price since launch,10000 ml,10000.0,ml,999.0,149.0,85.0,3.7,110,https://www.flipkart.com/pumk-top-load-front-premium-liquid-detergent-10l-aqua-after-wash/p/itm84d6ea9d2641d?pid=LDGHKFMSC3NTNUTA&lid=LSTLDGHKFMSC3NTNUTAFI4QLG&marketplace=FLIPKART&q=liquid+detergent+front+load&store=rja%2Fplv%2Fxdq&srno=s_1_28&otracker=search&fm=organic&iid=4e7f22b4-9de2-4d69-8348-38203ce1ad3e.LDGHKFMSC3NTNUTA.SEARCH&ppt=sp&ppn=sp&ssid=r2w85k1iio0000001786988029527&qH=512f6544c3919989&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/x/t/h/5000-top-load-front-load-premium-liquid-detergent-5l-blue-pumk-original-imahjyjuh3zn4uag.jpeg?q=70,Flipkart,17-08-26,10000.0,,1.49,,Pumk,Competitor,85.08508508508508,Liquid Detergent,1.49,100.0,Excellent,False,Budget (<₹150)
FLIP_0018,Reldor,"RELDOR Liquid Detergent 5L, For Hand Wash, Front and To... 5 L 3.8(3,963) ₹117₹1,09989% off Hot Deal",5L,5.0,l,1099.0,117.0,89.0,3.8,3963,https://www.flipkart.com/reldor-liquid-detergent-5l-hand-wash-front-top-load-washing-machine-lavender/p/itm8a4e628580c60?pid=LDGGYJMACF9WHDEQ&lid=LSTLDGGYJMACF9WHDEQVN4QUQ&marketplace=FLIPKART&q=liquid+detergent&store=rja%2Fplv%2Fxdq&srno=s_1_24&otracker=search&fm=organic&iid=31403ccf-c8b1-4fd8-bf35-8b00e2324dcf.LDGGYJMACF9WHDEQ.SEARCH&ppt=None&ppn=None&ssid=hvq3bdkw400000001786987994324&qH=3797422074e1f609&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/4/2/4/5-liquid-detergent-5l-for-hand-wash-front-and-top-load-washing-original-imahfpq5xgxxsmc5.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.34,,Reldor,Competitor,89.35395814376706,Liquid Detergent,2.34,100.0,Excellent,False,Budget (<₹150)
FLIP_0104,Febway,"FEBWAY for top & front load liquid detergent for Machin... 5000 ml 3.7(1,079) ₹130₹1,29989% off Hot Deal",5000 ml,5000.0,ml,1299.0,130.0,89.0,3.7,1079,https://www.flipkart.com/febway-top-front-load-liquid-detergent-machine-handwash-multi-fragrance/p/itmf3eb0c8ae8bcc?pid=LDGH5CNK5AZHUSNC&lid=LSTLDGH5CNK5AZHUSNCX9NRDQ&marketplace=FLIPKART&q=liquid+detergent+front+load&store=rja%2Fplv%2Fxdq&srno=s_1_39&otracker=search&fm=organic&iid=4e7f22b4-9de2-4d69-8348-38203ce1ad3e.LDGH5CNK5AZHUSNC.SEARCH&ppt=sp&ppn=sp&ssid=r2w85k1iio0000001786988029527&qH=512f6544c3919989&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/x/8/f/5000-for-top-front-load-liquid-detergent-for-machine-and-original-imah5cnk6u2nhx2j.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.6,,Febway,Competitor,89.99230177059276,Liquid Detergent,2.6,100.0,Excellent,False,Budget (<₹150)
FLIP_0058,Lightglow,"Lightglow Matic Liquid Detergent |Best Use For Top and ... 5000 ml 3.6(21) ₹133₹1,09987% off Hot Deal",5000 ml,5000.0,ml,1099.0,133.0,87.0,3.6,21,https://www.flipkart.com/lightglow-matic-liquid-detergent-best-use-top-front-load-washing-machine-fresh/p/itmc0280c4e5208c?pid=LDGGHFV4YZMG4GYT&lid=LSTLDGGHFV4YZMG4GYTNQPBXF&marketplace=FLIPKART&q=washing+machine+liquid+detergent&store=rja%2Fplv%2Fxdq&srno=s_1_11&otracker=search&fm=organic&iid=en_sgO1yjH9ADHXWzLUYRrCh008PztDYlLYIub5e9sx-rtZis6o1AYcolc3VQBMVSmZApIbh1cVJfbkHO8ulXD9RMe6zqCSRF8foKcM12A3WsjQL34Ekj37TIMO1mPsObtL&ppt=sp&ppn=sp&ssid=8aa19tuzjk0000001786988017234&qH=2721e1dc434c5ada&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-liquid-detergent/0/x/o/5000-matic-liquid-detergent-best-use-for-top-and-front-load-original-imaghfuyya9wxmnj.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.66,,Lightglow,Competitor,87.89808917197452,Liquid Detergent,2.66,100.0,Excellent,False,Budget (<₹150)
FLIP_0067,Reldor,RELDOR Detergent for Front AND Top Load Washing Machine... 5000 ml 3.9(214) ₹135₹99986% off Hot Deal,5000 ml,5000.0,ml,999.0,135.0,86.0,3.9,214,https://www.flipkart.com/reldor-detergent-front-top-load-washing-machine-liquid-lavender/p/itm8a4e628580c60?pid=LDGH3KHVB8TWGPBW&lid=LSTLDGH3KHVB8TWGPBWKSJCYN&marketplace=FLIPKART&q=washing+machine+liquid+detergent&store=rja%2Fplv%2Fxdq&srno=s_1_24&otracker=search&fm=organic&iid=0516046a-1df3-4f87-a595-481a08c3b310.LDGH3KHVB8TWGPBW.SEARCH&ppt=sp&ppn=sp&ssid=8aa19tuzjk0000001786988017234&qH=2721e1dc434c5ada&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/n/k/y/5-laundry-liquid-detergent-for-top-load-and-front-load-machine-original-imagyjdhfyttmxjh.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.7,,Reldor,Competitor,86.48648648648648,Liquid Detergent,2.7,100.0,Excellent,False,Budget (<₹150)
FLIP_0103,Aquaone,AQUAONE Suitable for top & front load liquid detergent ... 5000 ml 3.8(85) ₹135₹99986% off Hot Deal,5000 ml,5000.0,ml,999.0,135.0,86.0,3.8,85,https://www.flipkart.com/aquaone-suitable-top-front-load-liquid-detergent-machine-hand-wash-aqua/p/itm888206b98a964?pid=LDGHJYJU9EPXMJGE&lid=LSTLDGHJYJU9EPXMJGEXLU8EV&marketplace=FLIPKART&q=liquid+detergent+front+load&store=rja%2Fplv%2Fxdq&srno=s_1_38&otracker=search&fm=organic&iid=4e7f22b4-9de2-4d69-8348-38203ce1ad3e.LDGHJYJU9EPXMJGE.SEARCH&ppt=sp&ppn=sp&ssid=r2w85k1iio0000001786988029527&qH=512f6544c3919989&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/i/e/r/5000-suitable-for-top-front-load-liquid-detergent-for-machine-original-imahjyjuev4vzhhk.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.7,,Aquaone,Competitor,86.48648648648648,Liquid Detergent,2.7,100.0,Excellent,False,Budget (<₹150)
FLIP_0069,Leelambari,Leelambari Washing Machine Liquid Detergent Top Load An... 5000 ml 3.2(18) ₹144₹99985% off Hot Deal,5000 ml,5000.0,ml,999.0,144.0,85.0,3.2,18,https://www.flipkart.com/leelambari-washing-machine-liquid-detergent-top-load-front-aqua/p/itmae3574509bddf?pid=LDGH8QZZ8RWUUUHB&lid=LSTLDGH8QZZ8RWUUUHBPDZOFZ&marketplace=FLIPKART&q=washing+machine+liquid+detergent&store=rja%2Fplv%2Fxdq&srno=s_1_27&otracker=search&fm=organic&iid=en_sgO1yjH9ADHXWzLUYRrCh008PztDYlLYIub5e9sx-rvXbrNZU6OEgVoRUp3lDSFQfiO3a0dpacaOgi-4mM1NkpLETuPzZhsXDE7u9-3Ey_nQL34Ekj37TIMO1mPsObtL&ppt=sp&ppn=sp&ssid=8aa19tuzjk0000001786988017234&qH=2721e1dc434c5ada&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/v/f/p/5000-washing-machine-liquid-detergent-top-load-and-front-load-original-imah8qzzcey3qekc.jpeg?q=70,Flipkart,17-08-26,5000.0,,2.88,,Leelambari,Competitor,85.58558558558559,Liquid Detergent,2.88,100.0,Excellent,False,Budget (<₹150)
FLIP_0116,Gelveera,GELVEERA Top Load -Front Load Laundry Detergent Rose Fr... 5 L ₹155₹99984% off,5 L,5.0,l,999.0,155.0,84.0,0.0,0,https://www.flipkart.com/gelveera-top-load-front-laundry-detergent-rose-fragrance-5-l-liquid/p/itm4fab88c5bf51b?pid=LDGHMKTGA7JHK85G&lid=LSTLDGHMKTGA7JHK85GSK2YEI&marketplace=FLIPKART&q=liquid+detergent+top+load&store=rja%2Fplv%2Fxdq&srno=s_1_28&otracker=search&fm=organic&iid=en_IuMJ3AraOtxWKx5ZnpapE3g6acWYfHNhfDcn5qZip0CsuTHy7SD4__y6U2Uj8aW9cZbVj-Wd7EMbjz8Jp0bCCU3FQ9AC8OM08W6uOPQvxhMY7_lL8i2O20WRyEcXP-Qd&ppt=sp&ppn=sp&ssid=82b4scq38g0000001786988040648&qH=eb302e080935c655&ov_redirect=true&ov_redirect=true,https://rukminim2.flixcart.com/image/612/612/xif0q/liquid-detergent/s/c/8/5-top-load-front-load-laundry-detergent-rose-fragrance-5-l-original-imahmknw76atdn3k.jpeg?q=70,Flipkart,17-08-26,5000.0,,3.1,,Gelveera,Competitor,84.48448448448448,Liquid Detergent,3.1,100.0,Excellent,False,Mass Market (₹150–299)
